ida,idb,kmdist
BDI,GIN,4948
BDI,BFA,3795
BDI,LBR,4570
BDI,SLE,4887
BDI,GHA,3360
BDI,TGO,3283
BDI,CMR,2094
BDI,NGA,3057
BDI,GAB,2229
BDI,CAF,1421
BDI,TCD,2303
BDI,COG,1557
BDI,COD,1557
BDI,UGA,490
BDI,KEN,862
BDI,TAZ,1158
BDI,ZAN,1147
BDI,RWA,234
BDI,SOM,1864
BDI,DJI,2211
BDI,ETH,1690
BDI,ERI,2297
BDI,AGO,1873
BDI,MOZ,2584
BDI,ZMB,1338
BDI,ZWE,1572
BDI,MWI,1216
BDI,ZAF,2451
BDI,TRA,2451
BDI,OFS,2917
BDI,NAM,2485
BDI,LSO,2896
BDI,BWA,2363
BDI,SWZ,2563
BDI,MDG,2604
BDI,COM,1782
BDI,MUS,3605
BDI,SEY,2925
BDI,MAR,5526
BDI,DZA,5134
BDI,TUN,4782
BDI,LBY,4251
BDI,SDN,2043
BDI,IRN,4825
BDI,TUR,4696
BDI,IRQ,4305
BDI,EGY,3677
BDI,SYR,4077
BDI,LBN,4065
BDI,JOR,3858
BDI,ISR,3936
BDI,SAU,3555
BDI,YAR,2587
BDI,YEM,2587
BDI,YPR,2412
BDI,KWT,4078
BDI,BHR,4004
BDI,QAT,3953
BDI,ARE,4056
BDI,OMN,4287
BDI,AFG,5859
BDI,TKM,5372
BDI,TJK,6107
BDI,KGZ,6773
BDI,UZB,6352
BDI,KAZ,7002
BDI,CHN,9956
BDI,TBT,7491
BDI,MNG,9322
BDI,TWN,10378
BDI,KOR,10884
BDI,PRK,10775
BDI,KOR,10884
BDI,JPN,12053
BDI,IND,6180
BDI,BTN,7269
BDI,PAK,6091
BDI,BGD,7225
BDI,MMR,7637
BDI,LKA,5695
BDI,NPL,6864
BDI,MDV,4900
BDI,THA,8048
BDI,KHM,8489
BDI,LAO,8339
BDI,VNM,8687
BDI,DRV,8728
BDI,RVN,8674
BDI,MYS,8062
BDI,SGP,8288
BDI,BRN,9512
BDI,PHL,10263
BDI,IDN,8586
BDI,ETM,10637
BDI,AUS,12458
BDI,PNG,13006
BDI,NZL,13988
BDI,VAN,14894
BDI,SLB,14291
BDI,FJI,15895
BDI,MSI,15390
BDI,PAL,11715
BDI,FSM,14333
BDI,WSM,15525
RWA,USA,11557
RWA,CAN,11319
RWA,BHS,11687
RWA,CUB,12341
RWA,HTI,11356
RWA,DOM,11111
RWA,JAM,11834
RWA,TTO,10188
RWA,BRB,9997
RWA,DMA,10192
RWA,GRN,10226
RWA,SLU,10171
RWA,SVG,10177
RWA,AAB,10246
RWA,SKN,10347
RWA,BLZ,13034
RWA,MEX,14129
RWA,GTM,13322
RWA,HND,12990
RWA,SLN,13190
RWA,NIC,12903
RWA,CRI,12684
RWA,PAN,12179
RWA,COL,11599
RWA,VEN,10807
RWA,GUY,9814
RWA,SUR,9500
RWA,ECU,12075
RWA,PER,11839
RWA,BRA,8664
RWA,BOL,10839
RWA,PRY,9715
RWA,CHL,10941
RWA,ARG,9810
RWA,URY,9595
RWA,UK,6449
RWA,IRL,6901
RWA,NLD,6363
RWA,BEL,6196
RWA,LUX,6097
RWA,FRA,6090
RWA,MNC,5472
RWA,LIE,5727
RWA,CHE,5702
RWA,ESP,5716
RWA,AND,5630
RWA,PRT,5928
RWA,GMY,6109
RWA,GFR,6093
RWA,GDR,6109
RWA,POL,5965
RWA,AUH,5620
RWA,AUT,5620
RWA,HUN,5457
RWA,CZE,5873
RWA,CZE,5873
RWA,SVK,5601
RWA,ITA,5010
RWA,SNM,5289
RWA,MLT,4410
RWA,ALB,4802
RWA,SRB,5112
RWA,MNE,4959
RWA,MKD,4868
RWA,HRV,5319
RWA,YUG,5112
RWA,BHI,5046
RWA,SLN,5455
RWA,GRC,4396
RWA,CYP,4027
RWA,BGR,4846
RWA,MDA,5347
RWA,ROU,5031
RWA,RUS,6281
RWA,EST,6702
RWA,LVA,6379
RWA,LTU,6145
RWA,UKR,5684
RWA,BLR,6026
RWA,ARM,4795
RWA,GEO,4811
RWA,AZE,4989
RWA,FIN,6807
RWA,SWE,6767
RWA,NOR,6904
RWA,DNK,6446
RWA,ISL,8370
RWA,CPV,6237
RWA,STP,2585
RWA,GNB,5241
RWA,GNQ,2267
RWA,GNB,5395
RWA,MLI,4458
RWA,SEN,5509
RWA,BEN,3153
RWA,MRT,5475
RWA,NER,3464
RWA,CIV,4019
RWA,GIN,4982
RWA,BFA,3787
RWA,LBR,4617
RWA,SLE,4925
RWA,GHA,3400
RWA,TGO,3313
RWA,CMR,2125
RWA,NGA,3081
RWA,GAB,2300
RWA,CAF,1399
RWA,TCD,2220
RWA,COG,1678
RWA,COD,1678
RWA,UGA,288
RWA,KEN,741
RWA,TAZ,1157
RWA,ZAN,1149
RWA,BDI,234
RWA,SOM,1720
RWA,DJI,1992
RWA,ETH,1465
RWA,ERI,2064
RWA,AGO,2036
RWA,MOZ,2787
RWA,ZMB,1561
RWA,ZWE,1778
RWA,MWI,1388
RWA,ZAF,2671
RWA,TRA,2671
RWA,OFS,3142
RWA,NAM,2717
RWA,LSO,3118
RWA,BWA,2589
RWA,SWZ,2773
RWA,MDG,2685
RWA,COM,1827
RWA,MUS,3654
RWA,SEY,2856
RWA,MAR,5425
RWA,DZA,4996
RWA,TUN,4623
RWA,LBY,4089
RWA,SDN,1816
RWA,IRN,4591
RWA,TUR,4476
RWA,IRQ,4072
RWA,EGY,3458
RWA,SYR,3850
RWA,LBN,3840
RWA,JOR,3631
RWA,ISR,3711
RWA,SAU,3323
RWA,YAR,2363
RWA,YEM,2363
RWA,YPR,2197
RWA,KWT,3845
RWA,BHR,3775
RWA,QAT,3724
RWA,ARE,3833
RWA,OMN,4072
RWA,AFG,5638
RWA,TKM,5140
RWA,TJK,5881
RWA,KGZ,6546
RWA,UZB,6123
RWA,KAZ,6775
RWA,CHN,9748
RWA,TBT,7295
RWA,MNG,9101
RWA,TWN,10204
RWA,KOR,10681
RWA,PRK,10567
RWA,KOR,10681
RWA,JPN,11851
RWA,IND,5977
RWA,BTN,7078
RWA,PAK,5874
RWA,BGD,7046
RWA,MMR,7482
RWA,LKA,5568
RWA,NPL,6670
RWA,MDV,4782
RWA,THA,7904
RWA,KHM,8354
RWA,LAO,8183
RWA,VNM,8554
RWA,DRV,8562
RWA,RVN,8541
RWA,MYS,7956
RWA,SGP,8189
RWA,BRN,9402
RWA,PHL,10121
RWA,IDN,8515
RWA,ETM,10578
RWA,AUS,12524
RWA,PNG,12957
RWA,NZL,14120
RWA,VAN,14900
RWA,SLB,14244
RWA,FJI,15940
RWA,MSI,15258
RWA,PAL,11596
RWA,FSM,14215
RWA,WSM,15528
SOM,USA,12582
SOM,CAN,12188
SOM,BHS,13040
SOM,CUB,13691
SOM,HTI,12820
SOM,DOM,12582
SOM,JAM,13299
SOM,TTO,11776
SOM,BRB,11555
SOM,DMA,11745
SOM,GRN,11797
SOM,SLU,11719
SOM,SVG,11734
SOM,AAB,11750
SOM,SKN,11846
SOM,BLZ,14471
SOM,MEX,15451
SOM,GTM,14802
SOM,HND,14491
SOM,SLN,14691
SOM,NIC,14440
SOM,CRI,14258
SOM,PAN,13773
SOM,COL,13244
SOM,VEN,12399
SOM,GUY,11442
SOM,SUR,11140
SOM,ECU,13758
SOM,PER,13559
SOM,BRA,10381
SOM,BOL,12553
SOM,PRY,11387
SOM,CHL,12527
SOM,ARG,11399
SOM,URY,11184
SOM,UK,6884
SOM,IRL,7375
SOM,NLD,6702
SOM,BEL,6587
SOM,LUX,6463
SOM,FRA,6561
SOM,MNC,5953
SOM,LIE,6086
SOM,CHE,6129
SOM,ESP,6486
SOM,AND,6253
SOM,PRT,6824
SOM,GMY,6294
SOM,GFR,6435
SOM,GDR,6294
SOM,POL,5994
SOM,AUH,5817
SOM,AUT,5817
SOM,HUN,5605
SOM,CZE,6075
SOM,CZE,6075
SOM,SVK,5780
SOM,ITA,5435
SOM,SNM,5660
SOM,MLT,4912
SOM,ALB,5037
SOM,SRB,5275
SOM,MNE,5185
SOM,MKD,5038
SOM,HRV,5579
SOM,YUG,5275
SOM,BHI,5281
SOM,SLN,5732
SOM,GRC,4567
SOM,CYP,3871
SOM,BGR,4961
SOM,MDA,5247
SOM,ROU,5036
SOM,RUS,5938
SOM,EST,6586
SOM,LVA,6301
SOM,LTU,6060
SOM,UKR,5519
SOM,BLR,5903
SOM,ARM,4224
SOM,GEO,4229
SOM,AZE,4251
SOM,FIN,6680
SOM,SWE,6763
SOM,NOR,7013
SOM,DNK,6596
SOM,ISL,8702
SOM,CPV,7733
SOM,STP,4260
SOM,GNB,6797
SOM,GNQ,3924
SOM,GNB,6922
SOM,MLI,5976
SOM,SEN,7021
SOM,BEN,4749
SOM,MRT,6909
SOM,NER,4901
SOM,CIV,5632
SOM,GIN,6565
SOM,BFA,5275
SOM,LBR,6239
SOM,SLE,6523
SOM,GHA,5020
SOM,TGO,4914
SOM,CMR,3758
SOM,NGA,4676
SOM,GAB,3987
SOM,CAF,2967
SOM,TCD,3520
SOM,COG,3399
SOM,COD,3399
SOM,UGA,1443
SOM,KEN,1003
SOM,TAZ,1120
SOM,ZAN,1136
SOM,BDI,1864
SOM,RWA,1720
SOM,DJI,1085
SOM,ETH,1070
SOM,ERI,1638
SOM,AGO,3737
SOM,MOZ,3413
SOM,ZMB,2648
SOM,ZWE,2641
SOM,MWI,2116
SOM,ZAF,3523
SOM,TRA,3523
SOM,OFS,4014
SOM,NAM,4059
SOM,LSO,3954
SOM,BWA,3571
SOM,SWZ,3469
SOM,MDG,2248
SOM,COM,1471
SOM,MUS,2795
SOM,SEY,1362
SOM,MAR,6424
SOM,DZA,5761
SOM,TUN,5233
SOM,LBY,4720
SOM,SDN,2007
SOM,IRN,3729
SOM,TUR,4311
SOM,IRQ,3446
SOM,EGY,3442
SOM,SYR,3574
SOM,LBN,3601
SOM,JOR,3377
SOM,ISR,3508
SOM,SAU,2454
SOM,YAR,1452
SOM,YEM,1452
SOM,YPR,1119
SOM,KWT,3012
SOM,BHR,2745
SOM,QAT,2685
SOM,ARE,2638
SOM,OMN,2733
SOM,AFG,4335
SOM,TKM,4120
SOM,TJK,4665
SOM,KGZ,5325
SOM,UZB,4958
SOM,KAZ,5541
SOM,CHN,8230
SOM,TBT,5718
SOM,MNG,7734
SOM,TWN,8531
SOM,KOR,9128
SOM,PRK,9040
SOM,KOR,9128
SOM,JPN,10281
SOM,IND,4461
SOM,BTN,5474
SOM,PAK,4498
SOM,BGD,5395
SOM,MMR,5774
SOM,LKA,3850
SOM,NPL,5085
SOM,MDV,3074
SOM,THA,6186
SOM,KHM,6634
SOM,LAO,6475
SOM,VNM,6833
SOM,DRV,6871
SOM,RVN,6820
SOM,MYS,6254
SOM,SGP,6499
SOM,BRN,7695
SOM,PHL,8402
SOM,IDN,6882
SOM,ETM,8964
SOM,AUS,11387
SOM,PNG,11353
SOM,NZL,13354
SOM,VAN,13439
SOM,SLB,12636
SOM,FJI,14600
SOM,MSI,13537
SOM,PAL,9880
SOM,FSM,12497
SOM,WSM,14042
DJI,USA,11654
DJI,CAN,11210
DJI,BHS,12287
DJI,CUB,12920
DJI,HTI,12166
DJI,DOM,11940
DJI,JAM,12635
DJI,TTO,11293
DJI,BRB,11035
DJI,DMA,11214
DJI,GRN,11288
DJI,SLU,11182
DJI,SVG,11207
DJI,AAB,11159
DJI,SKN,11248
DJI,BLZ,13751
DJI,MEX,14616
DJI,GTM,14115
DJI,HND,13833
DJI,SLN,14028
DJI,NIC,13825
DJI,CRI,13697
DJI,PAN,13253
DJI,COL,12829
DJI,VEN,11909
DJI,GUY,11031
DJI,SUR,10758
DJI,ECU,13423
DJI,PER,13489
DJI,BRA,10402
DJI,BOL,12570
DJI,PRY,11585
DJI,CHL,12891
DJI,ARG,11765
DJI,URY,11551
DJI,UK,5850
DJI,IRL,6344
DJI,NLD,5652
DJI,BEL,5547
DJI,LUX,5421
DJI,FRA,5539
DJI,MNC,4942
DJI,LIE,5047
DJI,CHE,5103
DJI,ESP,5554
DJI,AND,5277
DJI,PRT,5935
DJI,GMY,5225
DJI,GFR,5388
DJI,GDR,5225
DJI,POL,4913
DJI,AUH,4754
DJI,AUT,4754
DJI,HUN,4537
DJI,CZE,5009
DJI,CZE,5009
DJI,SVK,4714
DJI,ITA,4420
DJI,SNM,4629
DJI,MLT,3930
DJI,ALB,3989
DJI,SRB,4212
DJI,MNE,4133
DJI,MKD,3979
DJI,HRV,4527
DJI,YUG,4212
DJI,BHI,4229
DJI,SLN,4682
DJI,GRC,3516
DJI,CYP,2790
DJI,BGR,3895
DJI,MDA,4163
DJI,ROU,3958
DJI,RUS,4866
DJI,EST,5501
DJI,LVA,5216
DJI,LTU,4976
DJI,UKR,4434
DJI,BLR,4819
DJI,ARM,3172
DJI,GEO,3180
DJI,AZE,3243
DJI,FIN,5596
DJI,SWE,5679
DJI,NOR,5934
DJI,DNK,5522
DJI,ISL,7637
DJI,CPV,7220
DJI,STP,4138
DJI,GNB,6381
DJI,GNQ,3787
DJI,GNB,6466
DJI,MLI,5540
DJI,SEN,6545
DJI,BEN,4467
DJI,MRT,6357
DJI,NER,4433
DJI,CIV,5336
DJI,GIN,6193
DJI,BFA,4836
DJI,LBR,5936
DJI,SLE,6172
DJI,GHA,4760
DJI,TGO,4630
DJI,CMR,3592
DJI,NGA,4394
DJI,GAB,3910
DJI,CAF,2803
DJI,TCD,3045
DJI,COG,3512
DJI,COD,3512
DJI,UGA,1722
DJI,KEN,1550
DJI,TAZ,1996
DJI,ZAN,2008
DJI,BDI,2211
DJI,RWA,1992
DJI,SOM,1085
DJI,ETH,549
DJI,ERI,613
DJI,AGO,3951
DJI,MOZ,4328
DJI,ZMB,3353
DJI,ZWE,3439
DJI,MWI,2921
DJI,ZAF,4363
DJI,TRA,4363
DJI,OFS,4860
DJI,NAM,4669
DJI,LSO,4812
DJI,BWA,4361
DJI,SWZ,4363
DJI,MDG,3327
DJI,COM,2508
DJI,MUS,3854
DJI,SEY,2271
DJI,MAR,5593
DJI,DZA,4846
DJI,TUN,4277
DJI,LBY,3788
DJI,SDN,1185
DJI,IRN,2758
DJI,TUR,3227
DJI,IRQ,2395
DJI,EGY,2383
DJI,SYR,2489
DJI,LBN,2517
DJI,JOR,2294
DJI,ISR,2427
DJI,SAU,1452
DJI,YAR,412
DJI,YEM,412
DJI,YPR,227
DJI,KWT,2013
DJI,BHR,1836
DJI,QAT,1781
DJI,ARE,1847
DJI,OMN,2082
DJI,AFG,3649
DJI,TKM,3231
DJI,TJK,3908
DJI,KGZ,4576
DJI,UZB,4167
DJI,KAZ,4803
DJI,CHN,7766
DJI,TBT,5351
DJI,MNG,7111
DJI,TWN,8335
DJI,KOR,8707
DJI,PRK,8586
DJI,KOR,8707
DJI,JPN,9880
DJI,IND,4013
DJI,BTN,5157
DJI,PAK,3882
DJI,BGD,5178
DJI,MMR,5746
DJI,LKA,4086
DJI,NPL,4737
DJI,MDV,3427
DJI,THA,6232
DJI,KHM,6724
DJI,LAO,6432
DJI,VNM,6929
DJI,DRV,6747
DJI,RVN,6916
DJI,MYS,6524
DJI,SGP,6806
DJI,BRN,7908
DJI,PHL,8418
DJI,IDN,7320
DJI,ETM,9393
DJI,AUS,12196
DJI,PNG,11748
DJI,NZL,14291
DJI,VAN,13954
DJI,SLB,12996
DJI,FJI,15177
DJI,MSI,13513
DJI,PAL,9997
DJI,FSM,12559
DJI,WSM,14511
ETH,USA,11513
ETH,CAN,11120
ETH,BHS,12019
ETH,CUB,12664
ETH,HTI,11843
ETH,DOM,11611
ETH,JAM,12319
ETH,TTO,10893
ETH,BRB,10649
ETH,DMA,10833
ETH,GRN,10898
ETH,SLU,10804
ETH,SVG,10824
ETH,AAB,10804
ETH,SKN,10896
ETH,BLZ,13467
ETH,MEX,14405
ETH,GTM,13815
ETH,HND,13517
ETH,SLN,13716
ETH,NIC,13489
ETH,CRI,13337
ETH,PAN,12874
ETH,COL,12409
ETH,VEN,11514
ETH,GUY,10604
ETH,SUR,10320
ETH,ECU,12979
ETH,PER,12980
ETH,BRA,9872
ETH,BOL,12045
ETH,PRY,11040
ETH,CHL,12342
ETH,ARG,11216
ETH,URY,11002
ETH,UK,5844
ETH,IRL,6332
ETH,NLD,5678
ETH,BEL,5552
ETH,LUX,5432
ETH,FRA,5513
ETH,MNC,4900
ETH,LIE,5053
ETH,CHE,5085
ETH,ESP,5415
ETH,AND,5188
ETH,PRT,5756
ETH,GMY,5300
ETH,GFR,5407
ETH,GDR,5300
ETH,POL,5039
ETH,AUH,4815
ETH,AUT,4815
ETH,HUN,4612
ETH,CZE,5074
ETH,CZE,5074
ETH,SVK,4782
ETH,ITA,4386
ETH,SNM,4622
ETH,MLT,3851
ETH,ALB,4018
ETH,SRB,4275
ETH,MNE,4169
ETH,MKD,4033
ETH,HRV,4560
ETH,YUG,4275
ETH,BHI,4264
ETH,SLN,4711
ETH,GRC,3555
ETH,CYP,2942
ETH,BGR,3969
ETH,MDA,4324
ETH,ROU,4076
ETH,RUS,5122
ETH,EST,5686
ETH,LVA,5385
ETH,LTU,5144
ETH,UKR,4624
ETH,BLR,4998
ETH,ARM,3495
ETH,GEO,3506
ETH,AZE,3623
ETH,FIN,5786
ETH,SWE,5827
ETH,NOR,6046
ETH,DNK,5614
ETH,ISL,7692
ETH,CPV,6820
ETH,STP,3613
ETH,GNB,5942
ETH,GNQ,3263
ETH,GNB,6041
ETH,MLI,5104
ETH,SEN,6128
ETH,BEN,3978
ETH,MRT,5971
ETH,NER,4003
ETH,CIV,4855
ETH,GIN,5738
ETH,BFA,4398
ETH,LBR,5460
ETH,SLE,5711
ETH,GHA,4267
ETH,TGO,4143
ETH,CMR,3072
ETH,NGA,3905
ETH,GAB,3378
ETH,CAF,2275
ETH,TCD,2607
ETH,COG,2963
ETH,COD,2963
ETH,UGA,1208
ETH,KEN,1133
ETH,TAZ,1678
ETH,ZAN,1686
ETH,BDI,1690
ETH,RWA,1465
ETH,SOM,1070
ETH,DJI,549
ETH,ERI,704
ETH,AGO,3402
ETH,MOZ,3955
ETH,ZMB,2896
ETH,ZWE,3018
ETH,MWI,2517
ETH,ZAF,3948
ETH,TRA,3948
ETH,OFS,4441
ETH,NAM,4168
ETH,LSO,4401
ETH,BWA,3922
ETH,SWZ,3977
ETH,MDG,3167
ETH,COM,2289
ETH,MUS,3838
ETH,SEY,2414
ETH,MAR,5366
ETH,DZA,4691
ETH,TUN,4166
ETH,LBY,3650
ETH,SDN,936
ETH,IRN,3178
ETH,TUR,3395
ETH,IRQ,2731
ETH,EGY,2455
ETH,SYR,2683
ETH,LBN,2696
ETH,JOR,2471
ETH,ISR,2586
ETH,SAU,1884
ETH,YAR,898
ETH,YEM,898
ETH,YPR,772
ETH,KWT,2426
ETH,BHR,2317
ETH,QAT,2265
ETH,ARE,2369
ETH,OMN,2625
ETH,AFG,4175
ETH,TKM,3696
ETH,TJK,4417
ETH,KGZ,5083
ETH,UZB,4663
ETH,KAZ,5311
ETH,CHN,8311
ETH,TBT,5900
ETH,MNG,7637
ETH,TWN,8880
ETH,KOR,9253
ETH,PRK,9130
ETH,KOR,9253
ETH,JPN,10426
ETH,IND,4562
ETH,BTN,5705
ETH,PAK,4419
ETH,BGD,5721
ETH,MMR,6269
ETH,LKA,4544
ETH,NPL,5286
ETH,MDV,3845
ETH,THA,6744
ETH,KHM,7230
ETH,LAO,6959
ETH,VNM,7434
ETH,DRV,7284
ETH,RVN,7421
ETH,MYS,6986
ETH,SGP,7259
ETH,BRN,8389
ETH,PHL,8940
ETH,IDN,7732
ETH,ETM,9815
ETH,AUS,12435
ETH,PNG,12188
ETH,NZL,14424
ETH,VAN,14357
ETH,SLB,13451
ETH,FJI,15558
ETH,MSI,14050
ETH,PAL,10505
ETH,FSM,13082
ETH,WSM,14935
ERI,USA,11041
ERI,CAN,10600
ERI,BHS,11688
ERI,CUB,12318
ERI,HTI,11587
ERI,DOM,11365
ERI,JAM,12053
ERI,TTO,10765
ERI,BRB,10497
ERI,DMA,10672
ERI,GRN,10752
ERI,SLU,10639
ERI,SVG,10666
ERI,AAB,10600
ERI,SKN,10686
ERI,BLZ,13155
ERI,MEX,14005
ERI,GTM,13524
ERI,HND,13249
ERI,SLN,13441
ERI,NIC,13250
ERI,CRI,13135
ERI,PAN,12704
ERI,COL,12314
ERI,VEN,11376
ERI,GUY,10528
ERI,SUR,10267
ERI,ECU,12930
ERI,PER,13097
ERI,BRA,10086
ERI,BOL,12229
ERI,PRY,11346
ERI,CHL,12727
ERI,ARG,11618
ERI,URY,11407
ERI,UK,5254
ERI,IRL,5747
ERI,NLD,5066
ERI,BEL,4954
ERI,LUX,4829
ERI,FRA,4937
ERI,MNC,4337
ERI,LIE,4453
ERI,CHE,4503
ERI,ESP,4941
ERI,AND,4665
ERI,PRT,5324
ERI,GMY,4657
ERI,GFR,4799
ERI,GDR,4657
ERI,POL,4370
ERI,AUH,4179
ERI,AUT,4179
ERI,HUN,3968
ERI,CZE,4437
ERI,CZE,4437
ERI,SVK,4142
ERI,ITA,3816
ERI,SNM,4031
ERI,MLT,3319
ERI,ALB,3400
ERI,SRB,3637
ERI,MNE,3547
ERI,MKD,3400
ERI,HRV,3941
ERI,YUG,3637
ERI,BHI,3643
ERI,SLN,4095
ERI,GRC,2930
ERI,CYP,2257
ERI,BGR,3324
ERI,MDA,3640
ERI,ROU,3409
ERI,RUS,4419
ERI,EST,4997
ERI,LVA,4700
ERI,LTU,4459
ERI,UKR,3932
ERI,BLR,4309
ERI,ARM,2796
ERI,GEO,2808
ERI,AZE,2943
ERI,FIN,5095
ERI,SWE,5151
ERI,NOR,5385
ERI,DNK,4962
ERI,ISL,7063
ERI,CPV,6705
ERI,STP,3845
ERI,GNB,5910
ERI,GNQ,3498
ERI,GNB,5978
ERI,MLI,5069
ERI,SEN,6048
ERI,BEN,4084
ERI,MRT,5833
ERI,NER,3963
ERI,CIV,4930
ERI,GIN,5741
ERI,BFA,4373
ERI,LBR,5517
ERI,SLE,5730
ERI,GHA,4381
ERI,TGO,4243
ERI,CMR,3295
ERI,NGA,4013
ERI,GAB,3649
ERI,CAF,2545
ERI,TCD,2607
ERI,COG,3371
ERI,COD,3371
ERI,UGA,1840
ERI,KEN,1833
ERI,TAZ,2380
ERI,ZAN,2389
ERI,BDI,2297
ERI,RWA,2064
ERI,SOM,1638
ERI,DJI,613
ERI,ETH,704
ERI,AGO,3848
ERI,MOZ,4654
ERI,ZMB,3564
ERI,ZWE,3705
ERI,MWI,3212
ERI,ZAF,4634
ERI,TRA,4634
ERI,OFS,5125
ERI,NAM,4779
ERI,LSO,5087
ERI,BWA,4596
ERI,SWZ,4673
ERI,MDG,3835
ERI,COM,2974
ERI,MUS,4432
ERI,SEY,2880
ERI,MAR,4991
ERI,DZA,4234
ERI,TUN,3664
ERI,LBY,3175
ERI,SDN,671
ERI,IRN,2528
ERI,TUR,2707
ERI,IRQ,2039
ERI,EGY,1804
ERI,SYR,1986
ERI,LBN,2002
ERI,JOR,1777
ERI,ISR,1898
ERI,SAU,1274
ERI,YAR,564
ERI,YEM,564
ERI,YPR,749
ERI,KWT,1782
ERI,BHR,1753
ERI,QAT,1709
ERI,ARE,1893
ERI,OMN,2223
ERI,AFG,3672
ERI,TKM,3084
ERI,TJK,3866
ERI,KGZ,4523
ERI,UZB,4087
ERI,KAZ,4753
ERI,CHN,7861
ERI,TBT,5542
ERI,MNG,7109
ERI,TWN,8576
ERI,KOR,8816
ERI,PRK,8675
ERI,KOR,8816
ERI,JPN,9986
ERI,IND,4190
ERI,BTN,5380
ERI,PAK,3951
ERI,BGD,5454
ERI,MMR,6104
ERI,LKA,4575
ERI,NPL,4953
ERI,MDV,3963
ERI,THA,6617
ERI,KHM,7122
ERI,LAO,6774
ERI,VNM,7326
ERI,DRV,7045
ERI,RVN,7314
ERI,MYS,6995
ERI,SGP,7287
ERI,BRN,8344
ERI,PHL,8764
ERI,IDN,7841
ERI,ETM,9899
ERI,AUS,12797
ERI,PNG,12227
ERI,NZL,14904
ERI,VAN,14462
ERI,SLB,13450
ERI,FJI,15698
ERI,MSI,13779
ERI,PAL,10374
ERI,FSM,12882
ERI,WSM,14996
AGO,USA,10578
AGO,CAN,10548
AGO,BHS,10285
AGO,CUB,10912
AGO,HTI,9819
AGO,DOM,9574
AGO,JAM,10278
AGO,TTO,8498
AGO,BRB,8362
AGO,DMA,8560
AGO,GRN,8565
AGO,SLU,8548
AGO,SVG,8540
AGO,AAB,8691
AGO,SKN,8797
AGO,BLZ,11467
AGO,MEX,12632
AGO,GTM,11688
AGO,HND,11344
AGO,SLN,11538
AGO,NIC,11214
AGO,CRI,10953
AGO,PAN,10431
AGO,COL,9782
AGO,VEN,9094
AGO,GUY,8062
AGO,SUR,7731
AGO,ECU,10185
AGO,PER,9833
AGO,BRA,6649
AGO,BOL,8817
AGO,PRY,7681
AGO,CHL,8941
AGO,ARG,7814
AGO,URY,7600
AGO,UK,6689
AGO,IRL,7037
AGO,NLD,6728
AGO,BEL,6520
AGO,LUX,6463
AGO,FRA,6331
AGO,MNC,5787
AGO,LIE,6150
AGO,CHE,6049
AGO,ESP,5621
AGO,AND,5744
AGO,PRT,5626
AGO,GMY,6682
AGO,GFR,6488
AGO,GDR,6682
AGO,POL,6724
AGO,AUH,6242
AGO,AUT,6242
AGO,HUN,6155
AGO,CZE,6458
AGO,CZE,6458
AGO,SVK,6246
AGO,ITA,5464
AGO,SNM,5762
AGO,MLT,4882
AGO,ALB,5506
AGO,SRB,5844
AGO,MNE,5648
AGO,MKD,5630
AGO,HRV,5915
AGO,YUG,5844
AGO,BHI,5711
AGO,SLN,6011
AGO,GRC,5236
AGO,CYP,5236
AGO,BGR,5668
AGO,MDA,6314
AGO,ROU,5937
AGO,RUS,7379
AGO,EST,7531
AGO,LVA,7204
AGO,LTU,7003
AGO,UKR,6674
AGO,BLR,6934
AGO,ARM,6238
AGO,GEO,6260
AGO,AZE,6539
AGO,FIN,7638
AGO,SWE,7471
AGO,NOR,7469
AGO,DNK,7018
AGO,ISL,8526
AGO,CPV,4887
AGO,STP,1219
AGO,GNB,3834
AGO,GNQ,1174
AGO,GNB,4045
AGO,MLI,3238
AGO,SEN,4182
AGO,BEN,1955
AGO,MRT,4319
AGO,NER,2644
AGO,CIV,2585
AGO,GIN,3528
AGO,BFA,2761
AGO,LBR,3088
AGO,SLE,3439
AGO,GHA,2051
AGO,TGO,2055
AGO,CMR,1255
AGO,NGA,1912
AGO,GAB,989
AGO,CAF,1478
AGO,TCD,2243
AGO,COG,510
AGO,COD,510
AGO,UGA,2323
AGO,KEN,2734
AGO,TAZ,2894
AGO,ZAN,2878
AGO,BDI,1873
AGO,RWA,2036
AGO,SOM,3737
AGO,DJI,3951
AGO,ETH,3402
AGO,ERI,3848
AGO,MOZ,2858
AGO,ZMB,1842
AGO,ZWE,2175
AGO,MWI,2306
AGO,ZAF,2479
AGO,TRA,2479
AGO,OFS,2705
AGO,NAM,1606
AGO,LSO,2748
AGO,BWA,2238
AGO,SWZ,2756
AGO,MDG,3888
AGO,COM,3321
AGO,MUS,4960
AGO,SEY,4708
AGO,MAR,5041
AGO,DZA,5022
AGO,TUN,4920
AGO,LBY,4471
AGO,SDN,3350
AGO,IRN,6257
AGO,TUR,5622
AGO,IRQ,5631
AGO,EGY,4656
AGO,SYR,5186
AGO,LBN,5148
AGO,JOR,4986
AGO,ISR,5012
AGO,SAU,5107
AGO,YAR,4273
AGO,YEM,4273
AGO,YPR,4170
AGO,KWT,5558
AGO,BHR,5598
AGO,QAT,5556
AGO,ARE,5730
AGO,OMN,6019
AGO,AFG,7520
AGO,TKM,6872
AGO,TJK,7704
