44;Colombia;203;Spain;527;Apricots, dry;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;
44;Colombia;203;Spain;1039;Bacon and ham;5610;Import Quantity;tonnes;;;;;;;135.0;210.0;45.0;;31.0;19.0;21.0;;;1.0;4.0;2.0;3.0;4.0;3.0;4.0;4.0;6.0;8.0;10.0;18.0;29.0
44;Colombia;203;Spain;176;Beans, dry;5610;Import Quantity;tonnes;;;;;;;;;;;;;2.0;22.0;9.0;0.0;;;;19.0;;;;;;0.0;;
44;Colombia;203;Spain;51;Beer of barley;5610;Import Quantity;tonnes;;;;;;;;;;0.0;;;0.0;;;;;0.0;;;;;16.0;16.0;;;5.0;59.0
44;Colombia;203;Spain;634;Beverages, distilled alcoholic;5610;Import Quantity;tonnes;85.0;71.0;37.0;61.0;35.0;27.0;51.0;62.0;1.0;4.0;27.0;294.0;34.0;56.0;44.0;83.0;155.0;141.0;255.0;113.0;118.0;110.0;40.0;77.0;16.0;8.0;35.0;48.0
44;Colombia;203;Spain;633;Beverages, non alcoholic;5610;Import Quantity;tonnes;;;;;;;;;;;;7.0;10.0;0.0;0.0;75.0;61.0;121.0;31.0;19.0;44.0;35.0;36.0;21.0;79.0;41.0;50.0;36.0
44;Colombia;203;Spain;59;Bran, maize;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;;4.0;;3.0;18.0;71.0;64.0;96.0
44;Colombia;203;Spain;17;Bran, wheat;5610;Import Quantity;tonnes;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;
44;Colombia;203;Spain;20;Bread;5610;Import Quantity;tonnes;;;;;;;;4.0;3.0;;;;3.0;;;1.0;0.0;2.0;2.0;1.0;3.0;2.0;1.0;0.0;7.0;6.0;98.0;6.0
44;Colombia;203;Spain;181;Broad beans, horse beans, dry;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;2.0;
44;Colombia;203;Spain;238;Cake, soybeans;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;
44;Colombia;203;Spain;1157;Camelids, other;5608;Import Quantity;Head;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0
44;Colombia;203;Spain;230;Cashew nuts, shelled;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;0.0;;;0.0;;;;
44;Colombia;203;Spain;866;Cattle;5608;Import Quantity;Head;;;;;;;;;191.0;51.0;134.0;90.0;;308.0;;;;;;;;;;;;;;
44;Colombia;203;Spain;41;Cereals, breakfast;5610;Import Quantity;tonnes;;;;;;;;26.0;;0.0;0.0;20.0;176.0;63.0;62.0;0.0;5.0;13.0;11.0;7.0;189.0;139.0;92.0;84.0;90.0;151.0;174.0;175.0
44;Colombia;203;Spain;907;Cheese, processed;5610;Import Quantity;tonnes;;;;;;;;;;;;;71.0;0.0;;;0.0;1.0;;;;8.0;2.0;;;;0.0;2.0
44;Colombia;203;Spain;901;Cheese, whole cow milk;5610;Import Quantity;tonnes;;;;;;;;74.0;2.0;1.0;276.0;88.0;2.0;3.0;1.0;9.0;7.0;2.0;1.0;10.0;14.0;10.0;17.0;9.0;14.0;32.0;29.0;41.0
44;Colombia;203;Spain;531;Cherries;5610;Import Quantity;tonnes;;;;;;;;;;;;1.0;;;;;2.0;0.0;;3.0;3.0;;;;;3.0;;
44;Colombia;203;Spain;530;Cherries, sour;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
44;Colombia;203;Spain;191;Chick peas;5610;Import Quantity;tonnes;;;;;;;;;;;;;206.0;33.0;0.0;;;0.0;;;;;;;;;;
44;Colombia;203;Spain;1057;Chickens;5609;Import Quantity;1000 Head;;;;;;;;;;;;0.0;0.0;;0.0;0.0;2.0;;;;0.0;;0.0;;;;;
44;Colombia;203;Spain;1057;Chickens;5608;Import Quantity;Head;;;;;;;;;;;;0.0;0.0;;0.0;0.0;2.0;;;;0.0;;0.0;;;;;
44;Colombia;203;Spain;689;Chillies and peppers, dry;5610;Import Quantity;tonnes;15.0;3.0;4.0;14.0;15.0;6.0;3.0;3.0;;;13.0;10.0;18.0;12.0;10.0;24.0;13.0;3.0;6.0;15.0;16.0;10.0;13.0;18.0;21.0;9.0;19.0;19.0
44;Colombia;203;Spain;401;Chillies and peppers, green;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;0.0;;;;;;1.0;1.0;1.0;;;
44;Colombia;203;Spain;666;Chocolate products nes;5610;Import Quantity;tonnes;0.0;8.0;1.0;;;;0.0;2.0;0.0;0.0;4.0;4.0;15.0;36.0;59.0;55.0;51.0;26.0;36.0;32.0;44.0;44.0;52.0;49.0;56.0;47.0;121.0;123.0
44;Colombia;203;Spain;517;Cider etc;5610;Import Quantity;tonnes;;;;;;;;;;;19.0;17.0;;;2.0;2.0;4.0;41.0;;9.0;;21.0;11.0;13.0;;0.0;10.0;14.0
44;Colombia;203;Spain;829;Cigars, cheroots;5610;Import Quantity;tonnes;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;
44;Colombia;203;Spain;693;Cinnamon (canella);5610;Import Quantity;tonnes;22.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;0.0;0.0
44;Colombia;203;Spain;698;Cloves;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;0.0;1.0;;;;0.0;0.0;0.0;1.0;1.0;0.0
44;Colombia;203;Spain;664;Cocoa, butter;5610;Import Quantity;tonnes;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;
44;Colombia;203;Spain;665;Cocoa, powder & cake;5610;Import Quantity;tonnes;;;;;;;;;;;15.0;58.0;66.0;68.0;175.0;255.0;154.0;168.0;168.0;203.0;117.0;126.0;100.0;103.0;86.0;112.0;143.0;206.0
