V1	V2	V3	V4	V5	v5ny	global_MF	ZV3	ZV4	Zv5ny	lokal_MF	FAC1_1	FAC1_2
Italy	2002	4617,7702	3661	0,0474854152	47,4854152433	1,420754738	1,3203586577	1,6397272643	0,5266404597	0,560754644	0,560754644	1,420754738
Italy	2003	4796,9188	3621	0,0481859488	48,1859487625	1,4456887653	1,4455638736	1,5584828305	0,5463348185	0,8054377038	0,8054377038	1,4456887653
Italy	2004	4962,6898	3626	0,0496971588	49,6971588422	1,5126097808	1,5614196148	1,5686383847	0,5888200281	1,437485655	1,437485655	1,5126097808
Italy	2005	4820,8982	3567	0,046891705	46,891705006	1,39475831	1,4623228433	1,4488028449	0,5099492636	0,3403787284	0,3403787284	1,39475831
Italy	2006	4690,1628	3625	0,0487637446	48,7637446008	1,4227420703	1,3709531424	1,5666072739	0,5625786072	0,5696165197	0,5696165197	1,4227420703
Italy	2007	4725,9541	3618	0,0485673341	48,5673341114	1,4255501255	1,3959673343	1,552389498	0,5570568463	0,6022579435	0,6022579435	1,4255501255
Italy	2008	4562,0151	3595	0,0466040966	46,6040966083	1,3396444331	1,28139196	1,5056739485	0,501863622	-0,2042098766	-0,2042098766	1,3396444331
Italy	2009	4805,5143	3599	0,0489005952	48,9005951568	1,4357609683	1,451571185	1,5137983919	0,5664259377	0,702429431	0,702429431	1,4357609683
Italy	2010	4552,9673	3583	0,0531343646	53,1343645972	1,3853882065	1,2750685405	1,4813006184	0,6854514687	0,1440310875	0,1440310875	1,3853882065
Japan	1986	2486,7136	2874	0,087574674	87,5746739931	0,4749021481	-0,1690160944	0,0412430293	1,6536846642	-0,3945225396	-0,3945225396	0,4749021481
Japan	1987	2553,0356	2895	0,0793867262	79,3867262384	0,438923206	-0,122664293	0,0838963571	1,4234938512	-0,0179203958	-0,0179203958	0,438923206
Japan	1988	2599,4702	2941	0,033220118	33,2201180175	0,0769874333	-0,0902116022	0,1773274559	0,1255948664	0,6281421772	0,6281421772	0,0769874333
Japan	1989	2641,9451	2969	0,032877015	32,8770149945	0,1105171858	-0,0605263073	0,2341985596	0,1159490838	0,9045687245	0,9045687245	0,1105171858
Japan	1990	2623,1932	2948	0,0328431209	32,8431209358	0,0866271588	-0,073631828	0,1915452319	0,1149962075	0,7452272066	0,7452272066	0,0866271588
Japan	1991	2605,552	2934	0,0338620008	33,8620008393	0,0785462276	-0,0859610913	0,16310968	0,1436403563	0,6146036894	0,6146036894	0,0785462276
Japan	1992	2656,7036	2943	0,0343893807	34,3893806927	0,1061505706	-0,050211735	0,1813896776	0,1584667818	0,8319014651	0,8319014651	0,1061505706
Japan	1993	2658,6697	2926	0,0348144953	34,8144952656	0,0959528104	-0,0488376469	0,1468607933	0,1704181855	0,7606739109	0,7606739109	0,0959528104
Japan	1994	2721,1602	2932	0,0364871537	36,48715369	0,1346340093	-0,0051636436	0,1590474583	0,2174422523	0,9977401437	0,9977401437	0,1346340093
Japan	1995	2796,175	2920	0,035288619	35,2886190425	0,1357373985	0,0472634713	0,1346741282	0,1837474031	1,2162028798	1,2162028798	0,1357373985
Japan	1996	2764,2842	2963	0,0348381419	34,8381418597	0,1591884224	0,024975301	0,2220118945	0,1710829709	1,2976533777	1,2976533777	0,1591884224
Japan	1997	2683,2224	2938	0,0355016699	35,5016698927	0,1197030759	-0,0316780034	0,1712341234	0,1897369807	0,8965222743	0,8965222743	0,1197030759
Japan	1998	2643,2833	2895	0,0345731247	34,5731247139	0,0626027551	-0,0595910523	0,0838963571	0,1636324456	0,5699782045	0,5699782045	0,0626027551
Japan	1999	2693,7892	2897	0,0355554125	35,5554124996	0,0880943798	-0,0242929695	0,0879585788	0,1912478665	0,7511300835	0,7511300835	0,0880943798
Japan	2000	2694,0027	2899	0,1147774013	114,777401318	0,8023317268	-0,0241437565	0,0920208005	2,4184450298	0,2842825881	0,2842825881	0,8023317268
Japan	2001	2667,3625	2889	0,1335007742	133,50077421	0,9542441259	-0,0427623334	0,071709692	2,9448221583	0,0332168157	0,0332168157	0,9542441259
Japan	2002	2579,5679	2853	0,1210028251	121,002825059	0,7849552324	-0,1041211263	-0,0014102984	2,593462677	-0,3614245153	-0,3614245153	0,7849552324
Japan	2003	2575,4217	2842	0,1203285485	120,328548468	0,7682162403	-0,1070188652	-0,0237525177	2,5745064891	-0,4209168313	-0,4209168313	0,7682162403
Japan	2004	2516,2525	2842	0,1371433088	137,143308838	0,9019316738	-0,1483716442	-0,0237525177	3,0472260857	-0,7307782909	-0,7307782909	0,9019316738
Japan	2005	2568,7777	2829	0,1495824238	149,582423795	1,0181692012	-0,1116622922	-0,0501569587	3,3969315394	-0,6781237454	-0,6781237454	1,0181692012
Japan	2006	2495,5863	2778	0,1722221006	172,22210056	1,1563138523	-0,1628150506	-0,1537436118	4,0334091717	-1,299303904	-1,299303904	1,1563138523
Japan	2007	2511,1033	2817	0,177543598	177,543597964	1,2422606958	-0,15197037	-0,0745302888	4,1830144025	-1,1031234502	-1,1031234502	1,2422606958
Japan	2008	2482,4729	2734	0,1772940175	177,29401751	1,1602528283	-0,1719798784	-0,243112489	4,1759978546	-1,5717556646	-1,5717556646	1,1602528283
Japan	2009	2427,2658	2675	0,1680929966	168,092996597	1,0104969645	-0,2105635842	-0,3629480288	3,9173261401	-1,9735617794	-1,9735617794	1,0104969645
Japan	2010	2447,0811	2685	0,1882479245	188,247924463	1,2062046318	-0,1967148636	-0,3426369204	4,4839491047	-1,9804124246	-1,9804124246	1,2062046318
Jordan	1986	2007,6957	2611	0,0360625562	36,0625562254	-0,3559585188	-0,5037970505	-0,4929391229	0,2055053863	-0,7908903894	-0,7908903894	-0,3559585188
Jordan	1987	2053,5084	2658	0,0376204243	37,6204243329	-0,28802529	-0,4717789996	-0,3974769132	0,2493023103	-0,5278971651	-0,5278971651	-0,28802529
Jordan	1988	2095,5051	2673	0,0356257662	35,6257661945	-0,2806562849	-0,442427914	-0,3670102505	0,1932257461	-0,509507129	-0,509507129	-0,2806562849
Jordan	1989	1334,5468	2640	0,0272637871	27,2637870716	-0,6092968885	-0,9742542763	-0,4340369084	-0,0418576753	-2,2657229181	-2,2657229181	-0,6092968885
Jordan	1990	1584,8978	2771	0,0489827294	48,9827294095	-0,2273953717	-0,7992863948	-0,1679613877	0,5687350084	-0,5403659443	-0,5403659443	-0,2273953717
Jordan	1991	1773,5678	2822	0,0613723974	61,3723974075	-0,0163564616	-0,667426765	-0,0643747346	0,9170503414	0,4642924228	0,4642924228	-0,0163564616
Jordan	1992	1758,8675	2739	0,0541338453	54,133845298	-0,1570967202	-0,6777006618	-0,2329569347	0,7135502405	-0,089321009	-0,089321009	-0,1570967202
Jordan	1993	1795,1621	2727	0,0561436731	56,1436730727	-0,1385935692	-0,6523347185	-0,2573302649	0,7700532743	0,0339337405	0,0339337405	-0,1385935692
Jordan	1994	2103,5576	2630	0,0497070056	49,7070055737	-0,1885750917	-0,4368001	-0,4543480168	0,5890968529	0,0338543935	0,0338543935	-0,1885750917
Jordan	1995	1990,5898	2687	0,0438379619	43,8379619225	-0,2258114077	-0,5157521978	-0,3385746987	0,4240982513	-0,2844499927	-0,2844499927	-0,2258114077
Jordan	1996	1638,2548	2659	0,0322732128	32,2732127696	-0,4580880666	-0,761995706	-0,3954458023	0,0989741678	-1,4752443039	-1,4752443039	-0,4580880666
Jordan	1997	1501,6507	2748	0,0442050489	44,2050488582	-0,3147428759	-0,8574669842	-0,2146769371	0,4344183025	-0,9538193483	-0,9538193483	-0,3147428759
Jordan	1998	1432,7634	2727	0,0482867436	48,2867436091	-0,3164509606	-0,9056116488	-0,2573302649	0,5491685014	-0,9387064277	-0,9387064277	-0,3164509606
Jordan	1999	1550,3903	2657	0,047439968	47,439967976	-0,3493995145	-0,8234033513	-0,399508024	0,5253627839	-0,946740375	-0,946740375	-0,3493995145
Jordan	2000	1788,5745	2727	0,0486976045	48,697604465	-0,2075059117	-0,6569387282	-0,2573302649	0,5607191851	-0,3128092784	-0,3128092784	-0,2075059117
Jordan	2001	1675,2699	2839	0,0486846431	48,6846431073	-0,1449338867	-0,7361262122	-0,0298458502	0,5603547976	-0,2337291826	-0,2337291826	-0,1449338867
Jordan	2002	1920,2064	2938	0,0434735569	43,4735568508	-0,0343071236	-0,5649424722	0,1712341234	0,4138535963	0,1909751847	0,1909751847	-0,0343071236
Jordan	2003	1965,3161	3076	0,0489798565	48,9798564754	0,1470931732	-0,5334157412	0,45152742	0,5686542405	0,8525504052	0,8525504052	0,1470931732
Jordan	2004	2132,0379	3122	0,0642471043	64,2471042915	0,3732234345	-0,416895495	0,5449585189	0,9978680426	1,9372063591	1,9372063591	0,3732234345
Jordan	2005	1936,0116	3119	0,0567539639	56,7539639252	0,2452742633	-0,5538963715	0,5388651863	0,7872106075	1,2576477069	1,2576477069	0,2452742633
Jordan	2006	2114,3733	3153	0,0535144684	53,5144683884	0,2981058653	-0,4292411123	0,6079229551	0,6961374676	1,4990561083	1,4990561083	0,2981058653
Jordan	2007	2055,4578	3123	0,0557253535	55,7253534649	0,27479226	-0,4704165829	0,5469896297	0,7582929	1,42495428	1,42495428	0,27479226
Jordan	2008	1984,1603	3072	0,0514925958	51,4925957816	0,1718289507	-0,5202457129	0,4434029766	0,6392958129	0,9881819741	0,9881819741	0,1718289507
Jordan	2009	1878,9009	3099	0,042447172	42,4471720383	0,0825380476	-0,5938104848	0,4982429694	0,3849984593	0,4667715049	0,4667715049	0,0825380476
Jordan	2010	2121,0324	3104	0,0386184203	38,618420265	0,1240236066	-0,4245871321	0,5083985237	0,2773593402	0,7197793833	0,7197793833	0,1240236066
Lebanon	1997	4257,4643	3374	0,0497351945	49,7351944672	1,0878837348	1,068544365	1,0567984518	0,5898893377	1,8341387006	1,8341387006	1,0878837348
Lebanon	1998	3802,2689	3367	0,0447565312	44,7565311696	0,9024487074	0,7504127226	1,0425806759	0,4499223294	1,0436949351	1,0436949351	0,9024487074
Lebanon	1999	3973,335	3382	0,0491239382	49,1239382439	1,0052119609	0,8699691578	1,0730473386	0,5727048647	1,4638732159	1,4638732159	1,0052119609
Lebanon	2000	3655,8086	3288	0,0491586323	49,1586322557	0,8308555665	0,648053042	0,8821229191	0,5736802304	0,5395981387	0,5395981387	0,8308555665
Lebanon	2001	3461,7729	3316	0,0617385869	61,7385868839	0,9106438581	0,5124433766	0,9389940228	0,927345162	0,7131874169	0,7131874169	0,9106438581
Lebanon	2002	3499,5764	3270	0,0583377713	58,3377712549	0,8517296212	0,5388638754	0,8455629239	0,8317367705	0,4488160052	0,4488160052	0,8517296212
Lebanon	2003	3391,9077	3198	0,0573229027	57,3229026756	0,7489082531	0,4636152671	0,6993229431	0,8032053937	-0,0948325752	-0,0948325752	0,7489082531
Lebanon	2004	3324,6398	3175	0,0518177363	51,8177362514	0,6597450506	0,4166023854	0,6526073937	0,6484366075	-0,4383315281	-0,4383315281	0,6597450506
Lebanon	2005	3302,7788	3122	0,0445429332	44,542933225	0,5423296765	0,4013239449	0,5449585189	0,4439173711	-0,9145517467	-0,9145517467	0,5423296765
Lebanon	2006	3159,4521	3128	0,0396008476	39,6008476094	0,4606419899	0,3011543068	0,5571451839	0,3049786847	-1,2021095964	-1,2021095964	0,4606419899
Lebanon	2007	3231,6677	3183	0,0439057408	43,9057407786	0,5679614763	0,351625088	0,6688562804	0,4260037434	-0,7163889252	-0,7163889252	0,5679614763
Lebanon	2008	3259,9068	3127	0,0424063756	42,4063755555	0,5147284268	0,3713611206	0,5551140731	0,3838515327	-0,9998839859	-0,9998839859	0,5147284268
Lebanon	2009	3095,8533	3144	0,0545066137	54,5066136741	0,5896227314	0,2567057234	0,5896429575	0,7240300161	-0,8522995774	-0,8522995774	0,5896227314
Lebanon	2010	3071,5927	3162	0,0532104036	53,2104036444	0,5862507692	0,2397502258	0,6262029527	0,6875891826	-0,8249104775	-0,8249104775	0,5862507692
Madagascar	1990	1162,2613	2191	0,0006239692	0,6239692317	-1,2855125748	-1,0946629383	-1,3460056778	-0,7907927577	2,2075650455	2,2075650455	-1,2855125748
Madagascar	1991	1121,8186	2097	0,0007125273	0,7125273347	-1,377422278	-1,1229279484	-1,5369300972	-0,7883030909	1,4818540584	1,4818540584	-1,377422278
Madagascar	1992	1116,365	2099	0,0010287245	1,0287245461	-1,3744739211	-1,1267394164	-1,5328678755	-0,7794137214	1,2869984073	1,2869984073	-1,3744739211
Madagascar	1993	1091,2761	2096	0	1,056	-1,3842269141	-1,1442738049	-1,5389612081	-0,7786469164	1,1605271645	1,1605271645	-1,3842269141
Madagascar	1994	1046,9734	2033	0,001038035	1,0380350286	-1,4516083753	-1,1752365314	-1,6669211913	-0,7791519723	0,6552409245	0,6552409245	-1,4516083753
Madagascar	1995	1030,8344	2027	0,0012241387	1,2241387268	-1,4598624952	-1,1865159217	-1,6791078564	-0,77391997	0,4523260469	0,4523260469	-1,4598624952
Madagascar	1996	1033,3168	2019	0,0007285392	0,7285391841	-1,4704569481	-1,1847809965	-1,6953567431	-0,7878529438	0,7080182982	0,7080182982	-1,4704569481
Madagascar	1997	1027,6319	2020	0	0,85	-1,4701872752	-1,1887541179	-1,6933256323	-0,7844382709	0,6210368273	0,6210368273	-1,4701872752
Madagascar	1998	974,073	2013	0,0011520508	1,152050829	-1,4893265633	-1,2261859127	-1,7075434082	-0,7759466038	0,2046296153	0,2046296153	-1,4893265633
Madagascar	1999	946,6634	2006	0,0010489356	1,0489356042	-1,5043745256	-1,2453422158	-1,7217611841	-0,7788455204	0,1237780531	0,1237780531	-1,5043745256
Madagascar	2000	899,4364	2006	0,0021998594	2,1998593799	-1,5079939847	-1,2783487073	-1,7217611841	-0,7464891733	-0,7282807175	-0,7282807175	-1,5079939847
Madagascar	2001	807,0574	1993	0,0016251552	1,6251551969	-1,5516549994	-1,3429114928	-1,7481656251	-0,7626460452	-0,8085567115	-0,8085567115	-1,5516549994
Madagascar	2002	776,8157	1947	0,0007977015	0,7977014774	-1,6075545703	-1,3640471231	-1,841596724	-0,7859085586	-0,6916585458	-0,6916585458	-1,6075545703
Madagascar	2003	792,8244	1977	0,0023617412	2,361741214	-1,5629844255	-1,3528587982	-1,7806633986	-0,7419381293	-1,3830357192	-1,3830357192	-1,5629844255
Madagascar	2004	783,6437	1980	0,001942705	1,9427050203	-1,5668916626	-1,3592751002	-1,7745700661	-0,7537186492	-1,154729311	-1,154729311	-1,5668916626
Madagascar	2005	816,452	2060	0,0026954809	2,6954809186	-1,4816995451	-1,3363456981	-1,6120811985	-0,7325555811	-1,029193291	-1,029193291	-1,4816995451
Madagascar	2006	829,3027	2083	0,0020051158	2,0051157806	-1,4643505568	-1,3273644688	-1,565365649	-0,7519640724	-0,4480966087	-0,4480966087	-1,4643505568
Madagascar	2007	827,7581	2096	0,0022509223	2,2509222782	-1,4514302868	-1,3284439747	-1,5389612081	-0,7450536231	-0,5258752048	-0,5258752048	-1,4514302868
Madagascar	2008	805,9274	2061	0,0029484571	2,9484570687	-1,4816787326	-1,3437012388	-1,6100500876	-0,7254435688	-1,2114572294	-1,2114572294	-1,4816787326
Madagascar	2009	821,9061	2065	0,0019424731	1,9424730519	-1,4825632842	-1,3325338806	-1,6019256443	-0,7537251706	-0,5390420967	-0,5390420967	-1,4825632842
Madagascar	2010	841,9624	2068	0,0018311438	1,8311437706	-1,4750548608	-1,3185167274	-1,5958323117	-0,756855012	-0,3820490051	-0,3820490051	-1,4750548608
Malaysia	1986	1322,1572	2655	0,0203894182	20,3894181709	-0,6618995665	-0,9829132474	-0,4035702457	-0,2351193586	-1,8975374669	-1,8975374669	-0,6618995665
Malaysia	1987	1344,8421	2608	0,0292850023	29,2850022984	-0,6155613771	-0,9670589912	-0,4990324554	0,0149654982	-1,8231329199	-1,8231329199	-0,6155613771
Malaysia	1988	1393,3395	2627	0,0245549122	24,5549122253	-0,6274337546	-0,9331646295	-0,4604413494	-0,1180132789	-1,7741298948	-1,7741298948	-0,6274337546
Malaysia	1989	1411,8347	2631	0,0255730035	25,5730034933	-0,6093710782	-0,9202385139	-0,452316906	-0,0893913014	-1,6988276752	-1,6988276752	-0,6093710782
Malaysia	1990	1491,6721	2648	0,0272845074	27,284507396	-0,5557606117	-0,8644409308	-0,4177880216	-0,0412751572	-1,4409330837	-1,4409330837	-0,5557606117
Malaysia	1991	1614,1769	2649	0,0294224627	29,4224627001	-0,4994373343	-0,7788235163	-0,4157569108	0,0188299735	-1,156954459	-1,156954459	-0,4994373343
Malaysia	1992	1754,6472	2767	0,0293367709	29,3367709262	-0,3572981131	-0,6806501885	-0,1760858311	0,0164208889	-0,4293333008	-0,4293333008	-0,3572981131
Malaysia	1993	1814,8924	2797	0,0660107045	66,0107045216	0,0161063332	-0,6385454036	-0,1151525057	1,0474487901	0,7051464575	0,7051464575	0,0161063332
Malaysia	1994	1859,6477	2836	0,032210961	32,2109609713	-0,2411217319	-0,6072663592	-0,0359391828	0,0972240599	0,1106017223	0,1106017223	-0,2411217319
Malaysia	1995	1941,1305	2916	0,0324418196	32,4418195579	-0,1462252223	-0,550318822	0,1265496848	0,103714273	0,585503504	0,585503504	-0,1462252223
Malaysia	1996	1965,6955	2924	0,0356666416	35,6666416377	-0,1030857152	-0,5331505822	0,1427985716	0,1943748926	0,7423306878	0,7423306878	-0,1030857152
Malaysia	1997	1966,3531	2908	0	33,56	-0,1355800618	-0,5326909919	0,1103007981	0,1351500946	0,6280550401	0,6280550401	-0,1355800618
Malaysia	1998	1859,8805	2888	0,0319269691	31,9269691144	-0,1989404941	-0,6071036576	0,0696785812	0,0892400915	0,310740419	0,310740419	-0,1989404941
Malaysia	1999	1840,0088	2910	0,0315705096	31,5705096195	-0,1891270015	-0,6209917956	0,1143630197	0,0792188135	0,3525337492	0,3525337492	-0,1891270015
Malaysia	2000	1846,9957	2841	0,0367909285	36,7909284719	-0,1993809993	-0,6161087191	-0,0257836286	0,2259823855	0,2198214716	0,2198214716	-0,1993809993
Malaysia	2001	1862,0245	2819	0,0369694294	36,9694294042	-0,2122274482	-0,6056052368	-0,0704680671	0,2310006484	0,1646571337	0,1646571337	-0,2122274482
Malaysia	2002	1881,944	2774	0,0435975431	43,5975431218	-0,1853810674	-0,5916836918	-0,1618680552	0,4173392684	0,1860228531	0,1860228531	-0,1853810674
Malaysia	2003	1874,8362	2794	0,0571603456	57,1603456318	-0,048331716	-0,5966512642	-0,1212458383	0,7986353672	0,5864408741	0,5864408741	-0,048331716
Malaysia	2004	1907,1905	2828	0,0676790662	67,6790661971	0,0850402897	-0,5740391583	-0,0521880695	1,0943520609	1,0407527823	1,0407527823	0,0850402897
Malaysia	2005	1974,3193	2792	0,0613513307	61,3513307196	0,0170679918	-0,5271234922	-0,12530806	0,9164580858	0,8663465877	0,8663465877	0,0170679918
Malaysia	2006	1993,2215	2809	0,0487561426	48,7561426288	-0,0760087897	-0,5139129282	-0,0907791756	0,5623648902	0,6587290209	0,6587290209	-0,0760087897
Malaysia	2007	1981,1545	2838	0,0466620553	46,6620553228	-0,0735006317	-0,5223464373	-0,0318769611	0,5034930368	0,7000263108	0,7000263108	-0,0735006317
Malaysia	2008	1933,6197	2787	0,1743047109	45,56	-0,1412799385	-0,5555680472	-0,1354636142	0,4725105467	0,3819384657	0,3819384657	-0,1412799385
Malaysia	2009	2041,969	2839	0,0444532917	44,4532916736	-0,0745163027	-0,4798437741	-0,0298458502	0,4413972449	0,7624463539	0,7624463539	-0,0745163027
Malaysia	2010	2159,4979	2876	0,0481526034	48,1526033677	0,0252994838	-0,3977039678	0,045305251	0,545397367	1,2187553668	1,2187553668	0,0252994838
Malta	1986	2929,3576	2945	0	42,5	0,2614605914	0,1403434964	0,1854518993	0,3864836314	-2,4117573732	-2,4117573732	0,2614605914
Malta	1987	3319,9922	3038	0,0437349437	43,7349436514	0,4680017252	0,4133542229	0,3743452079	0,4212020604	-1,8197002701	-1,8197002701	0,4680017252
Malta	1988	3314,8218	3142	0,0683039571	68,3039570518	0,7767581647	0,4097406806	0,5855807358	1,1119198493	-0,8532677263	-0,8532677263	0,7767581647
Malta	1989	3481,9985	3168	0	58,5	0,7603741866	0,5265788519	0,6383896177	0,8362975674	-0,9280729766	-0,9280729766	0,7603741866
Malta	1990	3495,0594	3020	0,0538060845	53,8060845131	0,5948971658	0,535706988	0,3377852127	0,7043357799	-1,4454335062	-1,4454335062	0,5948971658
Malta	1991	4039,0706	3160	0,057318138	57,318137977	0,9076575466	0,91591113	0,622140731	0,8030714419	-0,5423754762	-0,5423754762	0,9076575466
Malta	1992	3913,1153	3129	0,0562203981	56,2203980717	0,8338993727	0,8278821946	0,5591762948	0,7722102727	-0,7557071376	-0,7557071376	0,8338993727
Malta	1993	3911,7669	3125	0,0566636567	56,6636567124	0,8340509348	0,8269398109	0,5510518514	0,7846717673	-0,7549605933	-0,7549605933	0,8340509348
Malta	1994	3476,2235	3163	0	58,6	0,7552703964	0,5225427605	0,6282340635	0,8391089045	-0,9431750962	-0,9431750962	0,7552703964
Malta	1995	4019,7542	3276	0	60,5	1,0301990359	0,9024110857	0,857749589	0,8925243094	-0,1580713808	-0,1580713808	1,0301990359
Malta	1996	4408,7508	3293	0	65,3	1,2030351737	1,1742770299	0,8922784734	1,0274684903	0,3301918186	0,3301918186	1,2030351737
Malta	1997	4114,8213	3302	0	69,5	1,1615918478	0,9688525582	0,910558471	1,1455446485	0,2402860052	0,2402860052	1,1615918478
Malta	1998	4254,689	3350	0,0713157353	71,3157353151	1,2605248695	1,0666047348	1,0080517915	1,196591089	0,5302705752	0,5302705752	1,2605248695
Malta	1999	4419,0586	3374	0,0763479102	76,3479101908	1,3750163572	1,1814810512	1,0567984518	1,3380624883	0,8662012009	0,8662012009	1,3750163572
Malta	2000	4250,1661	3331	0,0772885456	77,2885456223	1,2965810364	1,0634437239	0,9694606855	1,3645069211	0,6443419901	0,6443419901	1,2965810364
Malta	2001	4003,2451	3342	0,0735033191	73,5033190772	1,1989484748	0,8908730361	0,9918029048	1,2580914429	0,371801332	0,371801332	1,1989484748
Malta	2002	4012,9128	3343	0,0765773875	76,5773874641	1,2303127791	0,8976296977	0,9938340156	1,344513868	0,4687871556	0,4687871556	1,2303127791
Malta	2003	4124,4678	3369	0,0782735398	78,2735398219	1,3008980747	0,9755944033	1,0466428976	1,3921984285	0,6742505228	0,6742505228	1,3008980747
Malta	2004	4499,4885	3372	0,0751801593	75,1801593491	1,3865880794	1,2376927268	1,0527362301	1,3052330756	0,891517853	0,891517853	1,3865880794
Malta	2005	4282,0709	3369	0,0778838299	77,8838299256	1,3440128728	1,0857416786	1,0466428976	1,3812423696	0,7878548616	0,7878548616	1,3440128728
Malta	2006	4445,5258	3368	0,0800520005	80,0520004904	1,4110031202	1,1999787201	1,0446117867	1,4421969531	0,9755322512	0,9755322512	1,4110031202
Malta	2007	4533,4484	3370	0,0931386883	93,138688319	1,5564195718	1,261426971	1,0486740084	1,8101078632	1,4193540787	1,4193540787	1,5564195718
Malta	2008	4463,4303	3371	0,078733667	78,733666984	1,4070202484	1,2124920012	1,0507051193	1,4051341541	0,96053047	0,96053047	1,4070202484
Malta	2009	4318,8761	3379	0,079830009	79,8300090194	1,3809919641	1,1114644753	1,066954006	1,4359560245	0,8985348908	0,8985348908	1,3809919641
Malta	2010	4141,3733	3387	0,0717960101	71,7960100942	1,2631067298	0,987409493	1,0832028928	1,2100932321	0,5530665307	0,5530665307	1,2631067298
Mauritius	1990	1536,4863	2785	0,0265855967	26,5855967051	-0,4311111609	-0,8331207218	-0,1395258359	-0,0609238927	-1,3806501301	-1,3806501301	-0,4311111609
Mauritius	1991	1587,1315	2789	0,0266849044	26,6849044393	-0,4118011773	-0,7977252836	-0,1314013925	-0,0581320175	-1,286808999	-1,286808999	-0,4118011773
Mauritius	1992	1691,3675	2814	0,0272256189	27,2256189391	-0,3546308758	-0,724875756	-0,0806236214	-0,0429307102	-1,0344708319	-1,0344708319	-0,3546308758
Mauritius	1993	1738,3379	2790	0,0314479702	31,4479702438	-0,3233798244	-0,6920485998	-0,1293702817	0,0757738185	-0,9899936085	-0,9899936085	-0,3233798244
Mauritius	1994	1793,0709	2834	0,0323812357	32,381235703	-0,2610019999	-0,6537962379	-0,0400014045	0,1020110566	-0,7481411143	-0,7481411143	-0,2610019999
Mauritius	1995	1794,1374	2895	0,0201119978	20,111997827	-0,3186287054	-0,6530508714	0,0838963571	-0,2429185797	-0,6902619969	-0,6902619969	-0,3186287054
Mauritius	1996	1759,2793	2871	0,0351073479	35,1073478786	-0,2146994639	-0,6774128588	0,0351496968	0,1786512596	-0,6471485175	-0,6471485175	-0,2146994639
Mauritius	1997	1808,8129	2828	0,0328291976	32,8291976155	-0,2574706801	-0,642794307	-0,0521880695	0,1146047761	-0,7379116934	-0,7379116934	-0,2574706801
Mauritius	1998	1816,7943	2861	0,0359207322	35,9207322338	-0,1989611216	-0,6372161841	0,0148385883	0,2015182358	-0,580216516	-0,580216516	-0,1989611216
Mauritius	1999	1819,0613	2862	0,0375702536	37,5702535691	-0,1825971528	-0,6356317999	0,0168696992	0,247891841	-0,553906791	-0,553906791	-0,1825971528
Mauritius	2000	1998,3842	2904	0,0377316181	37,7316180969	-0,0920249881	-0,5103047674	0,1021763547	0,2524283419	-0,1321880647	-0,1321880647	-0,0920249881
Mauritius	2001	2020,6716	2954	0,0358594415	35,8594415087	-0,0593206671	-0,4947283201	0,2037318969	0,1997951469	0,0454082454	0,0454082454	-0,0593206671
Mauritius	2002	2031,5674	2953	0,0384414761	38,4414760828	-0,0337359638	-0,4871133513	0,2017007861	0,2723848428	0,0896738006	0,0896738006	-0,0337359638
Mauritius	2003	2094,3266	2958	0,0372170376	37,2170376198	-0,0218883155	-0,4432515562	0,2118563403	0,23796175	0,1902086463	0,1902086463	-0,0218883155
Mauritius	2004	2169,4391	3023	0,03907552	39,0755199952	0,0728767972	-0,3907561598	0,3438785452	0,2902099545	0,5441358491	0,5441358491	0,0728767972
Mauritius	2005	2099,6679	3009	0,1032095878	103,209587841	0,616980809	-0,4395185735	0,3154429934	2,0932347978	1,145019336	1,145019336	0,616980809
Mauritius	2006	2127,2011	3022	0,0949221177	94,9221176917	0,5617612417	-0,4202758876	0,3418474344	1,8602460748	1,1332999874	1,1332999874	0,5617612417
Mauritius	2007	2146,8057	3076	0,098531423	98,5314230426	0,6464037157	-0,4065744231	0,45152742	1,9617158152	1,3845196153	1,3845196153	0,6464037157
Mauritius	2008	2172,6972	3001	0,0551801223	55,1801222817	0,1997745609	-0,3884791053	0,2991941066	0,7429646135	0,6667498595	0,6667498595	0,1997745609
Mauritius	2009	2318,8127	3124	0,1027875526	102,787552615	0,7767905129	-0,2863604021	0,5490207406	2,0813699649	1,8628198766	1,8628198766	0,7767905129
Mauritius	2010	2288,55	3151	0,0871555354	87,155535393	0,6504495752	-0,307510709	0,6038607334	1,6419012652	1,7198630472	1,7198630472	0,6504495752
Mexico	1986	2119,947	3055	0,0056997541	5,6997540814	-0,2144298424	-0,4253457076	0,4088740923	-0,6480953351	-0,9711724184	-0,9711724184	-0,2144298424
Mexico	1987	2087,7349	2949	0,0076719483	7,6719483335	-0,2972726813	-0,4478584313	0,1935763427	-0,5926503064	-1,5888594084	-1,5888594084	-0,2972726813
Mexico	1988	2125,4028	3012	0	10,52	-0,2064023852	-0,421532702	0,3215363259	-0,5125819733	-0,9497950956	-0,9497950956	-0,2064023852
Mexico	1989	2038,9195	2978	0,0120831319	12,0831318826	-0,2471318616	-0,48197504	0,2524785572	-0,4686370667	-1,1887436918	-1,1887436918	-0,2471318616
Mexico	1990	2033,7021	2969	0,0143804346	14,3804345721	-0,2357458846	-0,4856214302	0,2341985596	-0,4040521439	-1,1129759986	-1,1129759986	-0,2357458846
